编号,名称,处置,去向/吸收目标,理由,删除内容备注
PA-001,压抑蓄力爆发,保留重写,节拍(canonical 压抑→爆发),张力时间序列纯正:压抑段累加到不可退让点一次性兑现;蓄压/释放关系的基石条目,删适用题材(全部)与FM毒点;判据入正文审稿时
PA-012,修罗场多方加压,锐化,节拍(喜剧向多方加压),情绪时间加码序列;独有=误会/身份优势/夹心受难制造笑点,与PA-006狗血向区分,删适用题材(现言/幻言/衍生)题材写触发,删FM毒点
PA-013,首杀争夺冲刺,合并吸收,PA-027,与PA-027限时倒计时同问题=时间压迫驱动选择;游戏首杀载体写为触发条件并入通式,编号废弃不复用
PA-014,收缩圈生存淘汰,锐化,节拍(持续压缩选择空间),独有=安全区收缩逼移动/结盟/背叛的持续压缩张力;大逃杀载体写为触发条件,删适用题材(游戏/悬疑/科幻/衍生)与FM毒点
PA-015,失忆身份重构弧,锐化,节拍(揭示组·身份揭露弧),逐层揭示时序;独有=先异常本能后记忆碎片逐层逼近人际,与PA-048通式/PA-106掉马区分,删适用题材(悬疑/都市/科幻/奇幻)与FM毒点
PA-016,学院大考逐题抬升,删除,—,依赖固定场景(学院考试震教授)的成品桥段;抽象后=逐级抬难度证明已被PA-054打脸三拍与递进类覆盖,无独有失败模式
PA-017,系统降临开篇崩盘,锐化,节拍(灾变开局节拍),独有=宣告与第一轮异变几乎同步的失重时序,与PA-007签情绪契约区分;系统降临/末世载体写为触发,删适用题材(科幻/悬疑/衍生)与FM毒点
PA-018,卷章四任务平衡,移动,技法(类别:结构),条目自称规划一卷或连续多章的功能分配防注水结构工具;书卷级功能配置属技法结构,移入批次4,删适用题材(全部)与FM毒点
PA-019,段落级情绪起伏,保留重写,节拍(canonical 章内情绪曲线),章内张力时间序列基石;至少一次上扬一次回落再挂钩,与PA-021章级三要素区分粒度,删适用题材(全部)与FM毒点
PA-020,前五章卖点直出,合并吸收,PA-007,与PA-007仅开篇窗口宽度差异属题材化改写近重复,并入开篇情绪契约通式,编号废弃不复用
PA-021,章章爽压钩均衡,保留重写,节拍(canonical 章级基本盘),连续章节爽/压/钩基础配比;日更追读基本盘,与PA-053压释循环/PA-019章内区分,删适用题材(全部)与FM毒点
PA-022,高潮疏密校准,保留重写,节拍(canonical 高潮疏密分布),张力疏密时间分布;吸收PA-041小高潮接力(同问题=高潮分布节奏含类型轮换),删适用题材(全部)与FM毒点
PA-023,卷终余波结算,锐化,节拍(卷级高潮后结算),独有=卷终状态重排(人物/关系/势力)+下卷轻钩,与PA-055单场爆点回响区分粒度,删适用题材(全部)与FM毒点
PA-024,选择分支蝴蝶效应,保留重写,节拍(canonical 分支后果),即时结果+延迟回收时序;承接转交项SY-051(分支旗标与属性门槛)——其属性门槛/分支钥匙已被本条覆盖,吸收不新增,删适用题材(游戏/悬疑)与FM毒点
PA-025,规则递进揭示,保留重写,节拍(canonical 规则分层揭示),吸收PA-059真假规则翻面(同动作=规则逐层翻新认知);基础→例外→隐藏真相时序,删适用题材(悬疑)与FM毒点
PA-026,证据累积逼真相,锐化,节拍(推理证据链),独有=每轮证据否旧假设逼新假设的公平推理时序,与PA-048通式/PA-057试错区分,删适用题材(悬疑)与FM毒点
PA-027,副本限时倒计时,保留重写,节拍(canonical 时间压迫),吸收PA-013首杀争夺;把时间限制挂任务/规则/奖励使每次犹豫成本流失,载体写触发,删适用题材(悬疑)与FM毒点
PA-028,天赋揭晓升级,保留重写,节拍(canonical 成长阶梯反馈),吸收PA-101修行阶梯反馈(同问题=成长给阶段性反馈仅题材换皮);阶段奖励节点抬升困局,删适用题材(悬疑/游戏)与FM毒点
PA-029,多线汇聚大事件,保留重写,节拍(canonical 多线汇聚高潮),吸收PA-046支线并线回主轴(同=汇点统一结算多线);积累到位后单点引爆改局,删适用题材(全部)与FM毒点
PA-030,弧光催化转折,锐化,节拍(催化-转变时序),独有=把人物弧关键变化压在催化事件后使情节与性格同拍;与人物弧设计配合但本条管时机,删适用题材(全部)与FM毒点
PA-031,倒叙开篇追因,锐化,节拍(揭示组·非线性开篇),独有=先给结果后每段改写读者对开头的理解,与PA-007线性开篇区分,删适用题材(悬疑/现言/奇幻)与FM毒点
PA-032,留存止血急救,转交,第二阶段诊断知识族(移出节拍),掉读低压期1-3章急救属修复诊断动作非本章张力时序;与PA-003同族,整条移出转交诊断族
PA-042,中段结构纠偏,转交,第二阶段诊断知识族(移出节拍),条目自称细纲与结构诊断用非正文桥段;剪并挪序属结构诊断非张力时序,移出转交诊断族
PA-033,战力受限再造张力,保留重写,节拍(canonical 换维破局),吸收PA-010战力膨胀修复;改胜利条件/战场规则让强者重新思考怎么赢,载体写触发,删适用题材(玄幻/都市/奇幻)与FM毒点
PA-034,时间跳跃提速,保留重写,节拍(canonical 提速跳跃),独有=无新冲突过程果断时间跳跃把篇幅留给节点,跳前留悬念跳后补结果,删适用题材(全部)与FM毒点
PA-035,道德抉择震荡,锐化,节拍(抉择后余震),独有=分量在选择之后的心理余震/外界评判/关系裂口持续追债,删适用题材(悬疑/科幻)与FM毒点
PA-036,主神任务歧义陷阱,锐化,节拍(文字歧义破局),独有=表层读法与真实读法各成立靠读字/信息差破局;主神任务载体写为触发,与PA-057试错区分,删适用题材(悬疑/游戏)与FM毒点
PA-038,情感账户回补,保留重写,节拍(canonical 压后回补),持续施压后一次真实情感回血;回补落到具体事件且分量与压相称,删适用题材(全部)与FM毒点
PA-039,伏笔库存清债,合并吸收,PA-065,与PA-065三层伏笔回收同问题=伏笔回收管理;定期盘点防遗忘并入分层回收通式,编号废弃不复用
PA-041,小高潮接力续航,合并吸收,PA-022,与PA-022高潮疏密同问题=高潮分布节奏(含类型轮换),并入疏密通式,编号废弃不复用
PA-043,大战前静压聚能,保留重写,节拍(canonical 高潮前静压),独有=大高潮前一章聚能确认代价交代未尽,与PA-001压抑区分(此为临战单拍),删适用题材(全部)与FM毒点
PA-044,爽点换挡防疲劳,锐化,节拍(爽法轮换),独有=主卖点稳定但兑现维度轮换保鲜;盘点近段爽法后换挡,与PA-022疏密区分,删适用题材(全部)与FM毒点
PA-045,新地图适应导入,保留重写,节拍(canonical 新地图导入),独有=换图头一两章同给新规则/诱饵/危险靠冲突着陆,删适用题材(全部)与FM毒点
PA-046,支线并线回主轴,合并吸收,PA-029,与PA-029多线汇聚同=设汇点让多支线同事件兑现回主轴,并入汇聚高潮通式,编号废弃不复用
PA-047,连败压强蓄爆,保留重写,节拍(canonical 连败蓄爆),独有=每次失败剥掉一层旧幻想逼出换活法,与PA-001压抑区分(此为连败信息增量),删适用题材(全部)与FM毒点
PA-048,线索剥洋葱递亮,保留重写,节拍(canonical 逐层揭示),揭示组通式=每次只改写一层认知(现象→身份→动机→规则),删适用题材(悬疑/都市/奇幻)与FM毒点
PA-049,关系冷战发酵,保留重写,节拍(canonical 冷战发酵),独有=冷战期每次合作与沉默替裂口加深纹路,非零互动,删适用题材(全部)与FM毒点
PA-050,隐藏条件回填,锐化,节拍(真结局条件回填),独有=真结局条件拆成多个早期可回看小异常多点交织,与伏笔组PA-065区分(此为真结局触发),删适用题材(悬疑/游戏)与FM毒点
PA-051,终局分歧铺路,锐化,节拍(多结局预埋),独有=不同终局路线价值观在中后段就分家,选择逐步累积代价,删适用题材(全部)与FM毒点
PA-052,结局前总账清算,锐化,节拍(完结收束序列),独有=完结前四类账分层结清的张力降落序列,与PA-060后日谈/PA-023卷终区分粒度,删适用题材(全部)与FM毒点
PA-053,压迫-释放短循环,保留重写,节拍(canonical 压释短循环),连续几章至少一个清晰释放点形成可感小闭环;蓄压释放的基石,删适用题材(全部)与FM毒点
PA-054,质疑-证明-补刀三拍,保留重写,节拍(canonical 打脸三拍),独有=打脸场质疑/证明/补刀逐拍抬升,与PA-002补刀/PA-061三段区分(此为打脸专用),删适用题材(都市/玄幻/悬疑/现言)与FM毒点
PA-055,爆点后静默回响,保留重写,节拍(canonical 爆点后回响),独有=大爆点后半拍静默让群体反应分层消化,与PA-023卷终区分粒度,删适用题材(全部)与FM毒点
PA-056,多线轮转汇聚,保留重写,节拍(canonical 多线轮转),吸收PA-009群像多线汇聚;切线带新问题进旧问题出朝汇聚点升压,删适用题材(全部)与FM毒点
PA-057,试错递进破局,保留重写,节拍(canonical 试错缩圈),吸收PA-072规则生路推理(已知近重复组,同=每次试错新增信息缩圈);失败也在推进破局,删适用题材(悬疑/科幻)与FM毒点
PA-058,假安全崩塌追收,保留重写,节拍(canonical 假安全崩塌),独有=先真喘息再用早埋小异常精准掀翻,与PA-055静默区分,删适用题材(全部)与FM毒点
PA-059,真假规则翻面,合并吸收,PA-025,已知近重复组:与PA-025规则递进揭示动作实质相同(规则逐层翻新认知),先信后疑证伪并入,编号废弃不复用
PA-060,后日谈降落余温,锐化,节拍(完结后余温),独有=完结后只保留两三件事让热度自然降落,与PA-052完结前/PA-023卷终区分,删适用题材(全部)与FM毒点
PA-061,铺垫兑现微反转,保留重写,节拍(canonical 三段式爽点),爽点铺垫/兑现/微反转闭环通式;PA-002作为独立补刀拍并存,删适用题材(全部)与FM毒点
PA-063,情绪蓄压虐点,保留重写,节拍(canonical 虐点蓄压),已知近重复组:与PA-110打破美好落差动作不同(此为建情感纽带在最在乎处受伤),锐化区分不合并,删适用题材(现言/古言/幻言)与FM毒点
PA-065,三层伏笔回收,保留重写,节拍(canonical 伏笔分层回收),吸收PA-039伏笔库存清债;核心/支线/装饰分层设不同回收窗口含盘点防遗忘,删适用题材(全部)与FM毒点
PA-067,日常降压蓄能,保留重写,节拍(canonical 日常降压),独有=日常降压章仍背关系/伏笔/信息任务非纯闲聊,与PA-107微兑现区分,删适用题材(全部)与FM毒点
PA-071,战中破境兑现,保留重写,节拍(canonical 突破兑现),吸收PA-078心境破关/PA-088破境极限(突破兑现同模板换题材);瓶颈蓄压→突破改局→留不稳代价,载体写触发,删适用题材(玄幻/仙侠/幻言)与FM毒点
PA-072,规则生路推理,合并吸收,PA-057,已知近重复组:与PA-057试错递进破局实质相同(试错缩圈),规则威慑保留要点并入,编号废弃不复用
PA-073,替身尊严回收,锐化,节拍(情感清算),独有=从被比较到主动退出让身份尊严重新定价(非等对方回头),与制度清算组区分(此为情感自决),删适用题材(现言/古言)与FM毒点
PA-074,世情现实清算,保留重写,节拍(canonical 现实社会清算),吸收PA-094熟人公论/PA-104礼制暗斗(社会规则内清算同模板);报应落生活后果借公论/礼制改判,载体写触发,删适用题材(现言/年代/都市)与FM毒点
PA-075,经营复利积累,保留重写,节拍(canonical 生活/经营复利),吸收PA-082生活改善/PA-085生活翻身/PA-086建设复利/PA-093家族复利/PA-099慢爽复利/PA-102年代三线(复利兑现同模板换题材/换载体);小胜转投改善落具体生活,载体写触发,删适用题材(种田/年代等)与FM毒点
PA-076,单元剧情节拍,保留重写,节拍(canonical 单元节拍),吸收PA-081任务规则反杀/PA-087单元反杀/PA-095单元余韵/PA-098单元短弧(快穿单元同模板);入场危机→翻车→反杀→结算余波+长期钩;正文口径待改写:快穿是流派非题材,正文把快穿当题材/世界切换处改为流派触发,删适用题材(快穿)与FM毒点
PA-077,制度借势翻盘,保留重写,节拍(canonical 制度内借势翻盘),吸收PA-089公堂改判/PA-097制度翻案(制度公堂翻盘同模板);证据前埋在规则内把压人秩序压回对手改判落实处,载体写触发,删适用题材(历史/古言)与FM毒点
PA-078,心境破关兑现,合并吸收,PA-071,突破兑现组:与PA-071同=突破蓄压改局留代价(心境版),并入,编号废弃不复用
PA-079,赛事极限翻盘,保留重写,节拍(canonical 公开兑现),吸收PA-092公开反馈兑现(游戏可读操作+公开反馈证明价值同模板);劣势→逼近→可读逆转→公开兑现,删适用题材(游戏)与FM毒点
PA-080,技术边界破局,保留重写,节拍(canonical 技术边界破局),独有=解法从已立系统边界内长出带代价换超预期结果非万能黑科技,删适用题材(科幻)与FM毒点
PA-081,任务规则反杀,合并吸收,PA-076,单元组:用任务规则反用原剧情属单元内反杀拍,并入单元节拍,编号废弃不复用
PA-082,生活改善兑现,合并吸收,PA-075,复利组:收益落吃穿住用与关系属复利兑现变体,并入,编号废弃不复用
PA-083,原作回响兑现,保留重写,节拍(canonical 原作回响),吸收PA-091原作遗憾/PA-103回响分歧(衍生回响同模板);唤起旧记忆→改遗憾改命留代价守原作情绪核心,删适用题材(衍生)与FM毒点
PA-084,超凡情绪兑现,保留重写,节拍(canonical 超凡情感兑现),吸收PA-090规则回应/PA-100契约甜虐(幻言超凡设定参与情感同模板);契约/血脉/天规回应真心且留代价,删适用题材(幻言)与FM毒点
PA-085,生活翻身兑现,合并吸收,PA-075,复利组:票证/饭桌/单位评价改善属复利兑现年代变体,并入,编号废弃不复用
PA-086,建设复利兑现,合并吸收,PA-075,复利组:阶段化基建每环提升生活属复利兑现变体,并入,编号废弃不复用
PA-087,单元反杀兑现,合并吸收,PA-076,单元组:把原剧情压迫反向利用对准原伤口属单元反杀拍,并入,编号废弃不复用
PA-088,破境极限兑现,合并吸收,PA-071,突破兑现组:逼到资源与心境双极限突破属突破兑现变体,并入,编号废弃不复用
PA-089,公堂改判兑现,合并吸收,PA-077,制度翻盘组:身份名分旧例证据一起发力把规则压回对手,并入制度翻盘通式,编号废弃不复用
PA-090,规则回应兑现,合并吸收,PA-084,超凡组:规则为真心让路留代价灵物认主,并入超凡情感兑现,编号废弃不复用
PA-091,原作遗憾兑现,合并吸收,PA-083,衍生组:精准命中原作遗憾改结果守情绪核心,并入原作回响,编号废弃不复用
PA-092,公开反馈兑现,合并吸收,PA-079,游戏组:系统公告/掉落/排行证明价值,并入公开兑现通式,编号废弃不复用
PA-093,家族复利兑现,合并吸收,PA-075,复利组:整体势力多线复利变体(群体面目要点转交人物设计参考),并入复利通式,编号废弃不复用
PA-094,熟人公论兑现,合并吸收,PA-074,社会清算组:借熟人社会公开评价让占便宜者失话语权,并入现实社会清算,编号废弃不复用
PA-095,单元余韵牵引,合并吸收,PA-076,单元组:单元收束留长期线牵引跨世界追读,并入单元节拍(长期钩要点),编号废弃不复用
PA-096,文斗认同兑现,锐化,节拍(论道压服),独有=指出对方道心破绽以思辨破题使结果改地位/修行,与PA-077制度借势区分(载体=思辨非制度),删适用题材(仙侠/玄幻)与FM毒点
PA-097,制度翻案爆发,合并吸收,PA-077,制度翻盘组:压抑来自制度爆发来自证据进入正确程序名分归位,并入制度翻盘通式,编号废弃不复用
PA-098,单元短弧节奏,合并吸收,PA-076,单元组:开局怨气→翻车→反杀→结算余韵四拍,并入单元节拍,编号废弃不复用
PA-099,慢爽复利推进,合并吸收,PA-075,复利组:每章一个改善点+新问题+关系反馈,并入复利通式,编号废弃不复用
PA-100,契约甜虐波浪,合并吸收,PA-084,超凡组:每次亲近触发更深规则压力甜虐不互消,并入超凡情感兑现,编号废弃不复用
PA-101,修行阶梯反馈,合并吸收,PA-028,成长反馈组:日常修行给小反馈小门槛,并入成长阶梯反馈通式,编号废弃不复用
PA-102,年代三线轮动,合并吸收,PA-075,复利组:院落风评/单位认可/生活改善三线轮流兑现属生活复利多线变体,并入,编号废弃不复用
PA-103,回响分歧轮动,合并吸收,PA-083,衍生组:原作回响与新剧情推进轮换,并入原作回响通式,编号废弃不复用
PA-104,礼制暗斗兑现,合并吸收,PA-074,社会清算组:从小体面到大名分递进回报落礼制载体,并入现实社会清算(礼制变体),编号废弃不复用
PA-105,迪化误解,锐化,节拍(信息差优越),独有=主角随意行为被配角脑补升华读者握真相生优越感,与PA-108信息差揪心区分(此为升华优越),删适用题材(玄幻/都市/衍生)与FM毒点
PA-106,身份掉马,锐化,节拍(揭示组·身份揭露反差),独有=隐藏身份关键时刻揭露靠长期铺垫反差震撼,与PA-015失忆弧区分(此为单点掉马),删适用题材(都市/玄幻/现言/古言)与FM毒点
PA-107,微兑现,保留重写,节拍(canonical 章内微兑现),章内七类小收获托住追读基本盘;正文口径待改写:正文题材偏好清单(玄幻/都市/科幻/现言/悬疑/种田/年代向...)改为按真实追读需求的触发条件,删适用题材(全部)与FM毒点
PA-108,信息差拉扯,保留重写,节拍(canonical 信息差),读者先知主角未知的戏剧反讽揪心蓄势到揭牌引爆;与PA-105迪化区分(此为揪心),删适用题材(全部)与FM毒点
PA-109,代价升级,保留重写,节拍(canonical 代价升级),每次冲突输家代价逐级放大从可重来到不可挽回;由主角选择推动,删适用题材(全部)与FM毒点
PA-110,打破美好落差,保留重写,节拍(canonical 剥夺落差),已知近重复组:与PA-063虐点动作不同(此为先建圆满沉浸再狠而不离谱剥夺),锐化区分不合并,删适用题材(现言/古言/幻言/都市/玄幻)与FM毒点
